Variant;Woonplaats;Woonplaatscode;Gemeente;Gemeente_code;Provincie;Provincie_code;Landsdeel;Landsdeel_code
groesbeek;Groesbeek;2291;Groesbeek;GM0241;Gelderland;PV25;Oost-Nederland;LD02
heilig landstichting;Heilig Landstichting;2292;Groesbeek;GM0241;Gelderland;PV25;Oost-Nederland;LD02
kekerdom;Kekerdom;2875;Groesbeek;GM0241;Gelderland;PV25;Oost-Nederland;LD02
leuth;Leuth;2876;Groesbeek;GM0241;Gelderland;PV25;Oost-Nederland;LD02
millingen aan de rijn;Millingen aan de Rijn;2289;Groesbeek;GM0241;Gelderland;PV25;Oost-Nederland;LD02
millingen aan de ryn;Millingen aan de Rijn;2289;Groesbeek;GM0241;Gelderland;PV25;Oost-Nederland;LD02
millingen ad rijn;Millingen aan de Rijn;2289;Groesbeek;GM0241;Gelderland;PV25;Oost-Nederland;LD02
millingen ad ryn;Millingen aan de Rijn;2289;Groesbeek;GM0241;Gelderland;PV25;Oost-Nederland;LD02
millingen a/d rijn;Millingen aan de Rijn;2289;Groesbeek;GM0241;Gelderland;PV25;Oost-Nederland;LD02
millingen a/d ryn;Millingen aan de Rijn;2289;Groesbeek;GM0241;Gelderland;PV25;Oost-Nederland;LD02
ooij;Ooij;2877;Groesbeek;GM0241;Gelderland;PV25;Oost-Nederland;LD02
ooy;Ooij;2877;Groesbeek;GM0241;Gelderland;PV25;Oost-Nederland;LD02
persingen;Persingen;2878;Groesbeek;GM0241;Gelderland;PV25;Oost-Nederland;LD02
ubbergen;Ubbergen;2879;Groesbeek;GM0241;Gelderland;PV25;Oost-Nederland;LD02
groningen;Groningen;1070;Groningen;GM0014;Groningen;PV20;Noord-Nederland;LD01
doezum;Doezum;2174;Grootegast;GM0015;Groningen;PV20;Noord-Nederland;LD01
grootegast;Grootegast;2175;Grootegast;GM0015;Groningen;PV20;Noord-Nederland;LD01
kornhorn;Kornhorn;2176;Grootegast;GM0015;Groningen;PV20;Noord-Nederland;LD01
lutjegast;Lutjegast;2177;Grootegast;GM0015;Groningen;PV20;Noord-Nederland;LD01
niekerk;Niekerk;2178;Grootegast;GM0015;Groningen;PV20;Noord-Nederland;LD01
oldekerk;Oldekerk;2179;Grootegast;GM0015;Groningen;PV20;Noord-Nederland;LD01
opende;Opende;2180;Grootegast;GM0015;Groningen;PV20;Noord-Nederland;LD01
sebaldeburen;Sebaldeburen;2181;Grootegast;GM0015;Groningen;PV20;Noord-Nederland;LD01
beutenaken;Beutenaken;1230;Gulpen-Wittem;GM1729;Limburg;PV31;Zuid-Nederland;LD04
elkenrade;Elkenrade;1235;Gulpen-Wittem;GM1729;Limburg;PV31;Zuid-Nederland;LD04
epen;Epen;1232;Gulpen-Wittem;GM1729;Limburg;PV31;Zuid-Nederland;LD04
eys;Eys;1234;Gulpen-Wittem;GM1729;Limburg;PV31;Zuid-Nederland;LD04
gulpen;Gulpen;1225;Gulpen-Wittem;GM1729;Limburg;PV31;Zuid-Nederland;LD04
gulpen-wittem;Gulpen-Wittem;;Gulpen-Wittem;GM1729;Limburg;PV31;Zuid-Nederland;LD04
gulpen wittem;Gulpen-Wittem;;Gulpen-Wittem;GM1729;Limburg;PV31;Zuid-Nederland;LD04
heijenrath;Heijenrath;1228;Gulpen-Wittem;GM1729;Limburg;PV31;Zuid-Nederland;LD04
heyenrath;Heijenrath;1228;Gulpen-Wittem;GM1729;Limburg;PV31;Zuid-Nederland;LD04
ingber;Ingber;1226;Gulpen-Wittem;GM1729;Limburg;PV31;Zuid-Nederland;LD04
mechelen;Mechelen;1231;Gulpen-Wittem;GM1729;Limburg;PV31;Zuid-Nederland;LD04
reijmerstok;Reijmerstok;1227;Gulpen-Wittem;GM1729;Limburg;PV31;Zuid-Nederland;LD04
reymerstok;Reijmerstok;1227;Gulpen-Wittem;GM1729;Limburg;PV31;Zuid-Nederland;LD04
slenaken;Slenaken;1229;Gulpen-Wittem;GM1729;Limburg;PV31;Zuid-Nederland;LD04
wijlre;Wijlre;1236;Gulpen-Wittem;GM1729;Limburg;PV31;Zuid-Nederland;LD04
wylre;Wijlre;1236;Gulpen-Wittem;GM1729;Limburg;PV31;Zuid-Nederland;LD04
wittem;Wittem;1233;Gulpen-Wittem;GM1729;Limburg;PV31;Zuid-Nederland;LD04
haaksbergen;Haaksbergen;2347;Haaksbergen;GM0158;Overijssel;PV23;Oost-Nederland;LD02
biezenmortel;Biezenmortel;1425;Haaren;GM0788;Noord-Brabant;PV30;Zuid-Nederland;LD04
esch;Esch;1426;Haaren;GM0788;Noord-Brabant;PV30;Zuid-Nederland;LD04
haaren;Haaren;1427;Haaren;GM0788;Noord-Brabant;PV30;Zuid-Nederland;LD04
helvoirt;Helvoirt;1428;Haaren;GM0788;Noord-Brabant;PV30;Zuid-Nederland;LD04
haarlem;Haarlem;2907;Haarlem;GM0392;Noord-Holland;PV27;West-Nederland;LD03
spaarndam gem. haarlem;Spaarndam gem. Haarlem;2908;Haarlem;GM0392;Noord-Holland;PV27;West-Nederland;LD03
spaarndam gem haarlem;Spaarndam gem. Haarlem;2908;Haarlem;GM0392;Noord-Holland;PV27;West-Nederland;LD03
haarlemmerliede;Haarlemmerliede;2641;Haarlemmerliede en Spaarnwoude;GM0393;Noord-Holland;PV27;West-Nederland;LD03
haarlemmerliede en spaarnwoude;Haarlemmerliede en Spaarnwoude;;Haarlemmerliede en Spaarnwoude;GM0393;Noord-Holland;PV27;West-Nederland;LD03
haarlemmerliede & spaarnwoude;Haarlemmerliede en Spaarnwoude;;Haarlemmerliede en Spaarnwoude;GM0393;Noord-Holland;PV27;West-Nederland;LD03
haarlemmerliede&spaarnwoude;Haarlemmerliede en Spaarnwoude;;Haarlemmerliede en Spaarnwoude;GM0393;Noord-Holland;PV27;West-Nederland;LD03
halfweg;Halfweg;2643;Haarlemmerliede en Spaarnwoude;GM0393;Noord-Holland;PV27;West-Nederland;LD03
spaarndam;Spaarndam;3534;Haarlemmerliede en Spaarnwoude;GM0393;Noord-Holland;PV27;West-Nederland;LD03
aalsmeerderbrug;Aalsmeerderbrug;1600;Haarlemmermeer;GM0394;Noord-Holland;PV27;West-Nederland;LD03
abbenes;Abbenes;1608;Haarlemmermeer;GM0394;Noord-Holland;PV27;West-Nederland;LD03
badhoevedorp;Badhoevedorp;1617;Haarlemmermeer;GM0394;Noord-Holland;PV27;West-Nederland;LD03
beinsdorp;Beinsdorp;1610;Haarlemmermeer;GM0394;Noord-Holland;PV27;West-Nederland;LD03
boesingheliede;Boesingheliede;1615;Haarlemmermeer;GM0394;Noord-Holland;PV27;West-Nederland;LD03
buitenkaag;Buitenkaag;1607;Haarlemmermeer;GM0394;Noord-Holland;PV27;West-Nederland;LD03
burgerveen;Burgerveen;1603;Haarlemmermeer;GM0394;Noord-Holland;PV27;West-Nederland;LD03
cruquius;Cruquius;1612;Haarlemmermeer;GM0394;Noord-Holland;PV27;West-Nederland;LD03
haarlemmermeer;Haarlemmermeer;;Haarlemmermeer;GM0394;Noord-Holland;PV27;West-Nederland;LD03
hoofddorp;Hoofddorp;1597;Haarlemmermeer;GM0394;Noord-Holland;PV27;West-Nederland;LD03
leimuiderbrug;Leimuiderbrug;1605;Haarlemmermeer;GM0394;Noord-Holland;PV27;West-Nederland;LD03
lijnden;Lijnden;1616;Haarlemmermeer;GM0394;Noord-Holland;PV27;West-Nederland;LD03
lynden;Lijnden;1616;Haarlemmermeer;GM0394;Noord-Holland;PV27;West-Nederland;LD03
lisserbroek;Lisserbroek;1609;Haarlemmermeer;GM0394;Noord-Holland;PV27;West-Nederland;LD03
nieuw-vennep;Nieuw-Vennep;1602;Haarlemmermeer;GM0394;Noord-Holland;PV27;West-Nederland;LD03
nieuw vennep;Nieuw-Vennep;1602;Haarlemmermeer;GM0394;Noord-Holland;PV27;West-Nederland;LD03
oude meer;Oude Meer;1599;Haarlemmermeer;GM0394;Noord-Holland;PV27;West-Nederland;LD03
rijsenhout;Rijsenhout;1601;Haarlemmermeer;GM0394;Noord-Holland;PV27;West-Nederland;LD03
rysenhout;Rijsenhout;1601;Haarlemmermeer;GM0394;Noord-Holland;PV27;West-Nederland;LD03
rozenburg;Rozenburg;1598;Haarlemmermeer;GM0394;Noord-Holland;PV27;West-Nederland;LD03
schiphol;Schiphol;1618;Haarlemmermeer;GM0394;Noord-Holland;PV27;West-Nederland;LD03
schiphol-rijk;Schiphol-Rijk;1604;Haarlemmermeer;GM0394;Noord-Holland;PV27;West-Nederland;LD03
schiphol-ryk;Schiphol-Rijk;1604;Haarlemmermeer;GM0394;Noord-Holland;PV27;West-Nederland;LD03
schiphol rijk;Schiphol-Rijk;1604;Haarlemmermeer;GM0394;Noord-Holland;PV27;West-Nederland;LD03
schiphol ryk;Schiphol-Rijk;1604;Haarlemmermeer;GM0394;Noord-Holland;PV27;West-Nederland;LD03
vijfhuizen;Vijfhuizen;1613;Haarlemmermeer;GM0394;Noord-Holland;PV27;West-Nederland;LD03
vyfhuizen;Vijfhuizen;1613;Haarlemmermeer;GM0394;Noord-Holland;PV27;West-Nederland;LD03
weteringbrug;Weteringbrug;1606;Haarlemmermeer;GM0394;Noord-Holland;PV27;West-Nederland;LD03
zwaanshoek;Zwaanshoek;1611;Haarlemmermeer;GM0394;Noord-Holland;PV27;West-Nederland;LD03
zwanenburg;Zwanenburg;1614;Haarlemmermeer;GM0394;Noord-Holland;PV27;West-Nederland;LD03
bosschenhoofd;Bosschenhoofd;1249;Halderberge;GM1655;Noord-Brabant;PV30;Zuid-Nederland;LD04
halderberge;Halderberge;;Halderberge;GM1655;Noord-Brabant;PV30;Zuid-Nederland;LD04
hoeven;Hoeven;1250;Halderberge;GM1655;Noord-Brabant;PV30;Zuid-Nederland;LD04
oud gastel;Oud Gastel;1248;Halderberge;GM1655;Noord-Brabant;PV30;Zuid-Nederland;LD04
oudenbosch;Oudenbosch;1246;Halderberge;GM1655;Noord-Brabant;PV30;Zuid-Nederland;LD04
oudenbos;Oudenbosch;1246;Halderberge;GM1655;Noord-Brabant;PV30;Zuid-Nederland;LD04
stampersgat;Stampersgat;1247;Halderberge;GM1655;Noord-Brabant;PV30;Zuid-Nederland;LD04
ane;Ane;1537;Hardenberg;GM0160;Overijssel;PV23;Oost-Nederland;LD02
anerveen;Anerveen;1538;Hardenberg;GM0160;Overijssel;PV23;Oost-Nederland;LD02
anevelde;Anevelde;1539;Hardenberg;GM0160;Overijssel;PV23;Oost-Nederland;LD02
balkbrug;Balkbrug;1540;Hardenberg;GM0160;Overijssel;PV23;Oost-Nederland;LD02
bergentheim;Bergentheim;1541;Hardenberg;GM0160;Overijssel;PV23;Oost-Nederland;LD02
brucht;Brucht;1542;Hardenberg;GM0160;Overijssel;PV23;Oost-Nederland;LD02
bruchterveld;Bruchterveld;3609;Hardenberg;GM0160;Overijssel;PV23;Oost-Nederland;LD02
collendoorn;Collendoorn;1544;Hardenberg;GM0160;Overijssel;PV23;Oost-Nederland;LD02
de krim;De Krim;1545;Hardenberg;GM0160;Overijssel;PV23;Oost-Nederland;LD02
dedemsvaart;Dedemsvaart;1546;Hardenberg;GM0160;Overijssel;PV23;Oost-Nederland;LD02
den velde;Den Velde;1547;Hardenberg;GM0160;Overijssel;PV23;Oost-Nederland;LD02
diffelen;Diffelen;1548;Hardenberg;GM0160;Overijssel;PV23;Oost-Nederland;LD02
gramsbergen;Gramsbergen;1549;Hardenberg;GM0160;Overijssel;PV23;Oost-Nederland;LD02
hardenberg;Hardenberg;3608;Hardenberg;GM0160;Overijssel;PV23;Oost-Nederland;LD02
heemserveen;Heemserveen;1551;Hardenberg;GM0160;Overijssel;PV23;Oost-Nederland;LD02
holtheme;Holtheme;1552;Hardenberg;GM0160;Overijssel;PV23;Oost-Nederland;LD02
holthone;Holthone;1553;Hardenberg;GM0160;Overijssel;PV23;Oost-Nederland;LD02
hoogenweg;Hoogenweg;1554;Hardenberg;GM0160;Overijssel;PV23;Oost-Nederland;LD02
loozen;Loozen;1556;Hardenberg;GM0160;Overijssel;PV23;Oost-Nederland;LD02
lutten;Lutten;1557;Hardenberg;GM0160;Overijssel;PV23;Oost-Nederland;LD02
mariënberg;Mariënberg;1558;Hardenberg;GM0160;Overijssel;PV23;Oost-Nederland;LD02
marinberg;Mariënberg;1558;Hardenberg;GM0160;Overijssel;PV23;Oost-Nederland;LD02
marienberg;Mariënberg;1558;Hardenberg;GM0160;Overijssel;PV23;Oost-Nederland;LD02
radewijk;Radewijk;1559;Hardenberg;GM0160;Overijssel;PV23;Oost-Nederland;LD02
radewyk;Radewijk;1559;Hardenberg;GM0160;Overijssel;PV23;Oost-Nederland;LD02
radewijck;Radewijk;1559;Hardenberg;GM0160;Overijssel;PV23;Oost-Nederland;LD02
rheeze;Rheeze;1560;Hardenberg;GM0160;Overijssel;PV23;Oost-Nederland;LD02
rheezerveen;Rheezerveen;1561;Hardenberg;GM0160;Overijssel;PV23;Oost-Nederland;LD02
schuinesloot;Schuinesloot;1562;Hardenberg;GM0160;Overijssel;PV23;Oost-Nederland;LD02
sibculo;Sibculo;1563;Hardenberg;GM0160;Overijssel;PV23;Oost-Nederland;LD02
slagharen;Slagharen;1564;Hardenberg;GM0160;Overijssel;PV23;Oost-Nederland;LD02
venebrugge;Venebrugge;1565;Hardenberg;GM0160;Overijssel;PV23;Oost-Nederland;LD02
harderwijk;Harderwijk;3222;Harderwijk;GM0243;Gelderland;PV25;Oost-Nederland;LD02
harderwyk;Harderwijk;3222;Harderwijk;GM0243;Gelderland;PV25;Oost-Nederland;LD02
harderwijck;Harderwijk;3222;Harderwijk;GM0243;Gelderland;PV25;Oost-Nederland;LD02
hierden;Hierden;3223;Harderwijk;GM0243;Gelderland;PV25;Oost-Nederland;LD02
hardinxveld-giessendam;Hardinxveld-Giessendam;3031;Hardinxveld-Giessendam;GM0523;Zuid-Holland;PV28;West-Nederland;LD03
hardinxveld giessendam;Hardinxveld-Giessendam;3031;Hardinxveld-Giessendam;GM0523;Zuid-Holland;PV28;West-Nederland;LD03
glimmen;Glimmen;1267;Haren;GM0017;Groningen;PV20;Noord-Nederland;LD01
haren;Haren;;Haren;GM0017;Groningen;PV20;Noord-Nederland;LD01
haren gn;Haren Gn;1266;Haren;GM0017;Groningen;PV20;Noord-Nederland;LD01
noordlaren;Noordlaren;1268;Haren;GM0017;Groningen;PV20;Noord-Nederland;LD01
onnen;Onnen;1269;Haren;GM0017;Groningen;PV20;Noord-Nederland;LD01
harlingen;Harlingen;2891;Harlingen;GM0072;Friesland;PV21;Noord-Nederland;LD01
midlum;Midlum;2892;Harlingen;GM0072;Friesland;PV21;Noord-Nederland;LD01
wijnaldum;Wijnaldum;2893;Harlingen;GM0072;Friesland;PV21;Noord-Nederland;LD01
wynaldum;Wijnaldum;2893;Harlingen;GM0072;Friesland;PV21;Noord-Nederland;LD01
hattem;Hattem;2882;Hattem;GM0244;Gelderland;PV25;Oost-Nederland;LD02
heemskerk;Heemskerk;2458;Heemskerk;GM0396;Noord-Holland;PV27;West-Nederland;LD03
heemstede;Heemstede;2563;Heemstede;GM0397;Noord-Holland;PV27;West-Nederland;LD03
heerde;Heerde;2865;Heerde;GM0246;Gelderland;PV25;Oost-Nederland;LD02
veessen;Veessen;2866;Heerde;GM0246;Gelderland;PV25;Oost-Nederland;LD02
vorchten;Vorchten;2867;Heerde;GM0246;Gelderland;PV25;Oost-Nederland;LD02
wapenveld;Wapenveld;2868;Heerde;GM0246;Gelderland;PV25;Oost-Nederland;LD02
akkrum;Akkrum;2525;Heerenveen;GM0074;Friesland;PV21;Noord-Nederland;LD01
aldeboarn;Aldeboarn;2532;Heerenveen;GM0074;Friesland;PV21;Noord-Nederland;LD01
bontebok;Bontebok;2193;Heerenveen;GM0074;Friesland;PV21;Noord-Nederland;LD01
de knipe;De Knipe;2190;Heerenveen;GM0074;Friesland;PV21;Noord-Nederland;LD01
gersloot;Gersloot;2185;Heerenveen;GM0074;Friesland;PV21;Noord-Nederland;LD01
haskerdijken;Haskerdijken;2490;Heerenveen;GM0074;Friesland;PV21;Noord-Nederland;LD01
haskerdyken;Haskerdijken;2490;Heerenveen;GM0074;Friesland;PV21;Noord-Nederland;LD01
heerenveen;Heerenveen;3523;Heerenveen;GM0074;Friesland;PV21;Noord-Nederland;LD01
hoornsterzwaag;Hoornsterzwaag;2197;Heerenveen;GM0074;Friesland;PV21;Noord-Nederland;LD01
jubbega;Jubbega;2196;Heerenveen;GM0074;Friesland;PV21;Noord-Nederland;LD01
katlijk;Katlijk;2192;Heerenveen;GM0074;Friesland;PV21;Noord-Nederland;LD01
katlyk;Katlijk;2192;Heerenveen;GM0074;Friesland;PV21;Noord-Nederland;LD01
luinjeberd;Luinjeberd;2183;Heerenveen;GM0074;Friesland;PV21;Noord-Nederland;LD01
mildam;Mildam;2191;Heerenveen;GM0074;Friesland;PV21;Noord-Nederland;LD01
nieuwebrug;Nieuwebrug;2496;Heerenveen;GM0074;Friesland;PV21;Noord-Nederland;LD01
nieuwehorne;Nieuwehorne;2194;Heerenveen;GM0074;Friesland;PV21;Noord-Nederland;LD01
nieuweschoot;Nieuweschoot;2187;Heerenveen;GM0074;Friesland;PV21;Noord-Nederland;LD01
oranjewoud;Oranjewoud;2189;Heerenveen;GM0074;Friesland;PV21;Noord-Nederland;LD01
oudehorne;Oudehorne;2195;Heerenveen;GM0074;Friesland;PV21;Noord-Nederland;LD01
oudeschoot;Oudeschoot;2188;Heerenveen;GM0074;Friesland;PV21;Noord-Nederland;LD01
terband;Terband;2182;Heerenveen;GM0074;Friesland;PV21;Noord-Nederland;LD01
tjalleberd;Tjalleberd;2184;Heerenveen;GM0074;Friesland;PV21;Noord-Nederland;LD01
heerhugowaard;Heerhugowaard;1746;Heerhugowaard;GM0398;Noord-Holland;PV27;West-Nederland;LD03
heerlen;Heerlen;1312;Heerlen;GM0917;Limburg;PV31;Zuid-Nederland;LD04
hoensbroek;Hoensbroek;1313;Heerlen;GM0917;Limburg;PV31;Zuid-Nederland;LD04
heeze;Heeze;1314;Heeze-Leende;GM1658;Noord-Brabant;PV30;Zuid-Nederland;LD04
heeze-leende;Heeze-Leende;;Heeze-Leende;GM1658;Noord-Brabant;PV30;Zuid-Nederland;LD04
heeze leende;Heeze-Leende;;Heeze-Leende;GM1658;Noord-Brabant;PV30;Zuid-Nederland;LD04
leende;Leende;1315;Heeze-Leende;GM1658;Noord-Brabant;PV30;Zuid-Nederland;LD04
sterksel;Sterksel;1316;Heeze-Leende;GM1658;Noord-Brabant;PV30;Zuid-Nederland;LD04
heiloo;Heiloo;1243;Heiloo;GM0399;Noord-Holland;PV27;West-Nederland;LD03
daarle;Daarle;1038;Hellendoorn;GM0163;Overijssel;PV23;Oost-Nederland;LD02
daarlerveen;Daarlerveen;1039;Hellendoorn;GM0163;Overijssel;PV23;Oost-Nederland;LD02
haarle;Haarle;1040;Hellendoorn;GM0163;Overijssel;PV23;Oost-Nederland;LD02
hellendoorn;Hellendoorn;3583;Hellendoorn;GM0163;Overijssel;PV23;Oost-Nederland;LD02
nijverdal;Nijverdal;3584;Hellendoorn;GM0163;Overijssel;PV23;Oost-Nederland;LD02
nyverdal;Nijverdal;3584;Hellendoorn;GM0163;Overijssel;PV23;Oost-Nederland;LD02
hellevoetsluis;Hellevoetsluis;2137;Hellevoetsluis;GM0530;Zuid-Holland;PV28;West-Nederland;LD03
helmond;Helmond;1146;Helmond;GM0794;Noord-Brabant;PV30;Zuid-Nederland;LD04
hendrik-ido-ambacht;Hendrik-Ido-Ambacht;2352;Hendrik-Ido-Ambacht;GM0531;Zuid-Holland;PV28;West-Nederland;LD03
hendrik ido ambacht;Hendrik-Ido-Ambacht;2352;Hendrik-Ido-Ambacht;GM0531;Zuid-Holland;PV28;West-Nederland;LD03
hengelo;Hengelo;3510;Hengelo;GM0164;Overijssel;PV23;Oost-Nederland;LD02
heumen;Heumen;3495;Heumen;GM0252;Gelderland;PV25;Oost-Nederland;LD02
malden;Malden;3494;Heumen;GM0252;Gelderland;PV25;Oost-Nederland;LD02
nederasselt;Nederasselt;3497;Heumen;GM0252;Gelderland;PV25;Oost-Nederland;LD02
overasselt;Overasselt;3496;Heumen;GM0252;Gelderland;PV25;Oost-Nederland;LD02
doeveren;Doeveren;3514;Heusden;GM0797;Noord-Brabant;PV30;Zuid-Nederland;LD04
drunen;Drunen;3498;Heusden;GM0797;Noord-Brabant;PV30;Zuid-Nederland;LD04
elshout;Elshout;3499;Heusden;GM0797;Noord-Brabant;PV30;Zuid-Nederland;LD04
haarsteeg;Haarsteeg;3500;Heusden;GM0797;Noord-Brabant;PV30;Zuid-Nederland;LD04
hedikhuizen;Hedikhuizen;3515;Heusden;GM0797;Noord-Brabant;PV30;Zuid-Nederland;LD04
heesbeen;Heesbeen;3516;Heusden;GM0797;Noord-Brabant;PV30;Zuid-Nederland;LD04
herpt;Herpt;3517;Heusden;GM0797;Noord-Brabant;PV30;Zuid-Nederland;LD04
heusden;Heusden;3518;Heusden;GM0797;Noord-Brabant;PV30;Zuid-Nederland;LD04
nieuwkuijk;Nieuwkuijk;3502;Heusden;GM0797;Noord-Brabant;PV30;Zuid-Nederland;LD04
nieuwkuyk;Nieuwkuijk;3502;Heusden;GM0797;Noord-Brabant;PV30;Zuid-Nederland;LD04
oudheusden;Oudheusden;3519;Heusden;GM0797;Noord-Brabant;PV30;Zuid-Nederland;LD04
vlijmen;Vlijmen;3503;Heusden;GM0797;Noord-Brabant;PV30;Zuid-Nederland;LD04
vlymen;Vlijmen;3503;Heusden;GM0797;Noord-Brabant;PV30;Zuid-Nederland;LD04
hillegom;Hillegom;3535;Hillegom;GM0534;Zuid-Holland;PV28;West-Nederland;LD03
biest-houtakker;Biest-Houtakker;1309;Hilvarenbeek;GM0798;Noord-Brabant;PV30;Zuid-Nederland;LD04
biest houtakker;Biest-Houtakker;1309;Hilvarenbeek;GM0798;Noord-Brabant;PV30;Zuid-Nederland;LD04
diessen;Diessen;1308;Hilvarenbeek;GM0798;Noord-Brabant;PV30;Zuid-Nederland;LD04
esbeek;Esbeek;1311;Hilvarenbeek;GM0798;Noord-Brabant;PV30;Zuid-Nederland;LD04
haghorst;Haghorst;1310;Hilvarenbeek;GM0798;Noord-Brabant;PV30;Zuid-Nederland;LD04
hilvarenbeek;Hilvarenbeek;1307;Hilvarenbeek;GM0798;Noord-Brabant;PV30;Zuid-Nederland;LD04
hilversum;Hilversum;1036;Hilversum;GM0402;Noord-Holland;PV27;West-Nederland;LD03
ambt delden;Ambt Delden;1438;Hof van Twente;GM1735;Overijssel;PV23;Oost-Nederland;LD02
bentelo;Bentelo;1439;Hof van Twente;GM1735;Overijssel;PV23;Oost-Nederland;LD02
delden;Delden;1440;Hof van Twente;GM1735;Overijssel;PV23;Oost-Nederland;LD02
diepenheim;Diepenheim;1441;Hof van Twente;GM1735;Overijssel;PV23;Oost-Nederland;LD02
goor;Goor;1442;Hof van Twente;GM1735;Overijssel;PV23;Oost-Nederland;LD02
hengevelde;Hengevelde;1443;Hof van Twente;GM1735;Overijssel;PV23;Oost-Nederland;LD02
hof van twente;Hof van Twente;;Hof van Twente;GM1735;Overijssel;PV23;Oost-Nederland;LD02
markelo;Markelo;1444;Hof van Twente;GM1735;Overijssel;PV23;Oost-Nederland;LD02
't veld;'t Veld;2520;Hollands Kroon;GM1911;Noord-Holland;PV27;West-Nederland;LD03
t veld;'t Veld;2520;Hollands Kroon;GM1911;Noord-Holland;PV27;West-Nederland;LD03
het veld;'t Veld;2520;Hollands Kroon;GM1911;Noord-Holland;PV27;West-Nederland;LD03
anna paulowna;Anna Paulowna;3185;Hollands Kroon;GM1911;Noord-Holland;PV27;West-Nederland;LD03
barsingerhorn;Barsingerhorn;2514;Hollands Kroon;GM1911;Noord-Holland;PV27;West-Nederland;LD03
breezand;Breezand;3186;Hollands Kroon;GM1911;Noord-Holland;PV27;West-Nederland;LD03
den oever;Den Oever;1489;Hollands Kroon;GM1911;Noord-Holland;PV27;West-Nederland;LD03
haringhuizen;Haringhuizen;2515;Hollands Kroon;GM1911;Noord-Holland;PV27;West-Nederland;LD03
hippolytushoef;Hippolytushoef;1488;Hollands Kroon;GM1911;Noord-Holland;PV27;West-Nederland;LD03
hollands kroon;Hollands Kroon;;Hollands Kroon;GM1911;Noord-Holland;PV27;West-Nederland;LD03
kolhorn;Kolhorn;2516;Hollands Kroon;GM1911;Noord-Holland;PV27;West-Nederland;LD03
kreileroord;Kreileroord;2433;Hollands Kroon;GM1911;Noord-Holland;PV27;West-Nederland;LD03
lutjewinkel;Lutjewinkel;2517;Hollands Kroon;GM1911;Noord-Holland;PV27;West-Nederland;LD03
middenmeer;Middenmeer;2434;Hollands Kroon;GM1911;Noord-Holland;PV27;West-Nederland;LD03
nieuwe niedorp;Nieuwe Niedorp;2518;Hollands Kroon;GM1911;Noord-Holland;PV27;West-Nederland;LD03
oude niedorp;Oude Niedorp;2519;Hollands Kroon;GM1911;Noord-Holland;PV27;West-Nederland;LD03
slootdorp;Slootdorp;2435;Hollands Kroon;GM1911;Noord-Holland;PV27;West-Nederland;LD03
westerland;Westerland;1490;Hollands Kroon;GM1911;Noord-Holland;PV27;West-Nederland;LD03
wieringerwaard;Wieringerwaard;3187;Hollands Kroon;GM1911;Noord-Holland;PV27;West-Nederland;LD03
wieringerwerf;Wieringerwerf;2436;Hollands Kroon;GM1911;Noord-Holland;PV27;West-Nederland;LD03
winkel;Winkel;2521;Hollands Kroon;GM1911;Noord-Holland;PV27;West-Nederland;LD03
zijdewind;Zijdewind;2522;Hollands Kroon;GM1911;Noord-Holland;PV27;West-Nederland;LD03
zydewind;Zijdewind;2522;Hollands Kroon;GM1911;Noord-Holland;PV27;West-Nederland;LD03
alteveer gem hoogeveen;Alteveer gem Hoogeveen;1810;Hoogeveen;GM0118;Drenthe;PV22;Noord-Nederland;LD01
elim;Elim;1811;Hoogeveen;GM0118;Drenthe;PV22;Noord-Nederland;LD01
fluitenberg;Fluitenberg;1812;Hoogeveen;GM0118;Drenthe;PV22;Noord-Nederland;LD01
hollandscheveld;Hollandscheveld;1813;Hoogeveen;GM0118;Drenthe;PV22;Noord-Nederland;LD01
hoogeveen;Hoogeveen;1814;Hoogeveen;GM0118;Drenthe;PV22;Noord-Nederland;LD01
nieuweroord;Nieuweroord;1815;Hoogeveen;GM0118;Drenthe;PV22;Noord-Nederland;LD01
nieuwlande;Nieuwlande;1816;Hoogeveen;GM0118;Drenthe;PV22;Noord-Nederland;LD01
noordscheschut;Noordscheschut;1817;Hoogeveen;GM0118;Drenthe;PV22;Noord-Nederland;LD01
tiendeveen;Tiendeveen;1820;Hoogeveen;GM0118;Drenthe;PV22;Noord-Nederland;LD01
foxhol;Foxhol;1017;Hoogezand-Sappemeer;GM0018;Groningen;PV20;Noord-Nederland;LD01
hoogezand;Hoogezand;1018;Hoogezand-Sappemeer;GM0018;Groningen;PV20;Noord-Nederland;LD01
hoogezand-sappemeer;Hoogezand-Sappemeer;;Hoogezand-Sappemeer;GM0018;Groningen;PV20;Noord-Nederland;LD01
hoogezand sappemeer;Hoogezand-Sappemeer;;Hoogezand-Sappemeer;GM0018;Groningen;PV20;Noord-Nederland;LD01
kiel-windeweer;Kiel-Windeweer;1019;Hoogezand-Sappemeer;GM0018;Groningen;PV20;Noord-Nederland;LD01
kiel windeweer;Kiel-Windeweer;1019;Hoogezand-Sappemeer;GM0018;Groningen;PV20;Noord-Nederland;LD01
kropswolde;Kropswolde;1020;Hoogezand-Sappemeer;GM0018;Groningen;PV20;Noord-Nederland;LD01
sappemeer;Sappemeer;1021;Hoogezand-Sappemeer;GM0018;Groningen;PV20;Noord-Nederland;LD01
